Year,State,City,Total_Population,Total_CO2
2011,CA,Madera,346329.0,89544.0
2012,CA,Big Bear Lake,10220.0,0.0
2012,CA,La Palma,31518.0,0.0
2013,CA,Cupertino,120476.0,962603.0
2015,CA,Menifee,173232.0,361143.0
2017,CA,Anaheim,702602.0,1596488.0
2018,CA,Folsom,158044.0,314954.0
2018,CA,Glendale,402722.0,414378.0
2012,CA,Moreno Valley,396436.0,36839.0
2015,CA,Los Banos,74402.0,281535.0
2016,CA,San Joaquin,891205.0,5463.0
2016,CA,San Jose,2060718.0,1229222.0
2016,CA,San Marcos,190232.0,11303.0
2018,CA,Half Moon Bay,25946.0,45958.0
2012,CA,Rancho Cucamonga,340030.0,282508.0
2013,CA,Pasadena,278782.0,664371.0
2014,CA,Fontana,408304.0,267491.0
2016,CA,Pittsburg,141594.0,2707729.0
2016,CA,Santa Barbara,768947.0,35419.0
2016,CA,Stockton,612814.0,715470.0
2018,CA,Antioch,223070.0,1359579.0
2018,CA,Fullerton,279280.0,84126.0
2011,CA,Calipatria,15362.0,391637.0
2012,CA,Brea,80290.0,68221.0
2013,CA,San Jose,2002506.0,1520842.0
2014,CA,Union City,147052.0,37467.0
2016,CA,Reedley,51050.0,25.0
2016,CA,Willows,12040.0,39284.0
2017,CA,Fontana,422776.0,240871.0
2017,CA,Petaluma,121416.0,28736.0
2017,CA,Simi Valley,252732.0,0.0
2018,CA,Oakdale,46910.0,60184.0
2011,CA,El Cajon,201460.0,22813.0
2011,CA,Escondido,292204.0,952828.0
2011,CA,Oroville,37220.0,257427.0
2011,CA,San Luis Obispo,480291.0,50885.0
2012,CA,Ione,14632.0,39481.0
2012,CA,Livermore,167686.0,70099.0
2014,CA,Long Beach,939078.0,3287402.0
2015,CA,Benicia,56026.0,2839357.0
2015,CA,Sacramento,3051406.0,7623182.0
2017,CA,Willows,12016.0,51029.0
2018,CA,Big Bear Lake,10562.0,0.0
2018,CA,Livermore,180538.0,80461.0
2011,CA,Avenal,30188.0,61558.0
2012,CA,Escondido,295208.0,1165296.0
2015,CA,Los Angeles,1.9036527E7,5.7158146E7
2017,CA,Ione,15620.0,0.0
2017,CA,Lodi,131258.0,0.0
2017,CA,Walnut,60124.0,0.0
2011,CA,Berkeley,227906.0,130306.0
2011,CA,Rolling Hills Estates,16198.0,14624.0
2014,CA,Santa Cruz,530340.0,17734.0
2016,CA,Hayward,318294.0,303704.0
2017,CA,Lincoln,95192.0,503268.0
2018,CA,Roseville,278234.0,261150.0
2013,CA,San Luis Obispo,488655.0,60701.0
2014,CA,Ontario,336398.0,287084.0
2014,CA,Red Bluff,27970.0,7143.0
2015,CA,Mendota,22766.0,8560.0
2016,CA,Irwindale,2858.0,24179.0
2017,CA,Fullerton,279856.0,85919.0
2017,CA,Half Moon Bay,25650.0,45050.0
2017,CA,Shasta Lake,20338.0,68634.0
2018,CA,Blue Lake,2524.0,0.0
2018,CA,Chula Vista,543302.0,33698.0
2018,CA,Colton,109482.0,4670.0
2011,CA,Big Bear Lake,10170.0,0.0
2011,CA,Vallejo,233388.0,0.0
2012,CA,Rolling Hills Estates,16298.0,0.0
2013,CA,Newark,88196.0,49914.0
2016,CA,Stanton,77310.0,15576.0
2016,CA,Watsonville,107616.0,26286.0
2018,CA,Duarte,43054.0,14105.0
2011,CA,Huntington Beach,386020.0,684111.0
2013,CA,Kerman,28622.0,15958.0
2013,CA,Shasta Lake,20212.0,66725.0
2014,CA,Davis,133152.0,65546.0
2014,CA,Huntington Beach,399514.0,558482.0
2016,CA,Fremont,466756.0,27592.0
2017,CA,Newport Beach,171752.0,159649.0
2017,CA,Portola,3858.0,3843.0
2018,CA,Hollister,79498.0,17045.0
2012,CA,La Mirada,97732.0,7951.0
2012,CA,Marina,40316.0,19697.0
2012,CA,San Bernardino,2795564.0,10962.0
2013,CA,Big Bear Lake,10252.0,0.0
2013,CA,Loma Linda,47408.0,62240.0
2016,CA,Ventura,945530.0,13164.0
2011,CA,Visalia,251314.0,51380.0
2013,CA,Biggs,3380.0,0.0
2014,CA,Pittsburg,136006.0,3614128.0
2016,CA,Alturas,5156.0,0.0
2017,CA,El Cajon,207018.0,13199.0
2017,CA,Vernon,224.0,883602.0
2012,CA,La Mesa,116224.0,16037.0
2013,CA,Lincoln,90056.0,576164.0
2013,CA,Roseville,253318.0,259781.0
2014,CA,Eureka,53760.0,162549.0
2015,CA,Davis,134724.0,63730.0
2018,CA,Shasta Lake,20496.0,65312.0
2015,CA,San Diego,6571136.0,1.213658E7
2017,CA,Santa Paula,60388.0,10361.0
2018,CA,Anaheim,704010.0,1296750.0
2018,CA,Avalon,7446.0,22425.0
2018,CA,Ripon,31792.0,16707.0
2011,CA,Bakersfield,707280.0,1.6325651E7
2011,CA,Firebaugh,15530.0,672989.0
2011,CA,Petaluma,116400.0,36864.0
2012,CA,Biggs,3380.0,0.0
2014,CA,Suisun City,58148.0,25829.0
2015,CA,Richmond,218164.0,4588107.0
2016,CA,Goleta,61510.0,63339.0
2018,CA,Lodi,133990.0,0.0
2018,CA,Yuba City,133984.0,195173.0
2011,CA,Azusa,93444.0,115718.0
2012,CA,Los Angeles,1.8683549E7,5.9065148E7
2012,CA,Susanville,33202.0,26692.0
2012,CA,Yreka,15294.0,13038.0
2013,CA,Red Bluff,28054.0,5363.0
2014,CA,El Cajon,205554.0,29560.0
2014,CA,Santa Barbara,760541.0,28679.0
2016,CA,Rosemead,108846.0,1528993.0
2016,CA,Salinas,314288.0,93590.0
2017,CA,Carson,184658.0,8015685.0
2014,CA,Elk Grove,325600.0,216189.0
2015,CA,El Cajon,206496.0,16071.0
2017,CA,Escalon,15118.0,20849.0
2018,CA,South Lake Tahoe,44072.0,66157.0
2018,CA,Turlock,147008.0,1049474.0
2012,CA,Anderson,20054.0,840046.0
2013,CA,Sunnyvale,296242.0,46213.0
2014,CA,Newark,89326.0,36834.0
2017,CA,Apple Valley,145880.0,2057688.0
2017,CA,Blythe,39386.0,739532.0
2017,CA,Brea,85256.0,153574.0
2012,CA,Elk Grove,316246.0,215413.0
2012,CA,South San Francisco,131278.0,78257.0
2013,CA,Santa Cruz,526398.0,22865.0
2014,CA,Loma Linda,47534.0,62041.0
2015,CA,Alturas,5240.0,0.0
2015,CA,Madera,352750.0,143197.0
2015,CA,Pittsburg,138546.0,3112227.0
2016,CA,Ukiah,31674.0,0.0
2017,CA,Azusa,99732.0,217658.0
2017,CA,Roseville,270202.0,48244.0
2012,CA,Coalinga,33584.0,186351.0
2012,CA,Tehachapi,27650.0,543614.0
2014,CA,Alturas,5274.0,0.0
2017,CA,Fountain Valley,112256.0,26279.0
2017,CA,Stanton,76798.0,18072.0
2018,CA,Weed,5408.0,126504.0
2011,CA,Menifee,159572.0,1133611.0
2013,CA,Merced,515666.0,118374.0
2013,CA,Modesto,412364.0,1922811.0
2014,CA,Gardena,119790.0,20835.0
2015,CA,Bakersfield,744590.0,1.1361527E7
2016,CA,Folsom,154176.0,831719.0
2011,CA,Chula Vista,496678.0,54066.0
2011,CA,San Marcos,170046.0,5496.0
2012,CA,Cerritos,98828.0,0.0
2012,CA,Merced,513020.0,87619.0
2012,CA,Reedley,49548.0,132144.0
2013,CA,Norwalk,212384.0,53195.0
2013,CA,Yreka,15098.0,14278.0
2017,CA,Palo Alto,134438.0,208124.0
2018,CA,Rosemead,108824.0,1209810.0
2012,CA,Norwalk,212038.0,62802.0
2012,CA,San Marcos,173726.0,7684.0
2012,CA,Walnut,59712.0,29214.0
2013,CA,San Joaquin,854764.0,25144.0
2013,CA,Santa Ana,667774.0,54274.0
2015,CA,Reedley,50964.0,78121.0
2015,CA,Roseville,259922.0,360145.0
2015,CA,South Lake Tahoe,43460.0,98824.0
2017,CA,Menlo Park,68372.0,24533.0
2018,CA,Biggs,3448.0,0.0
2018,CA,Escondido,304426.0,789030.0
2011,CA,Holtville,12006.0,24987.0
2011,CA,Redding,180352.0,388870.0
2013,CA,Watsonville,104840.0,11333.0
2014,CA,Roseville,256608.0,244677.0
2015,CA,San Juan Capistrano,71962.0,24992.0
2016,CA,Menlo Park,67972.0,24531.0
2016,CA,Signal Hill,23242.0,28084.0
2011,CA,Healdsburg,22698.0,0.0
2011,CA,Portola,4120.0,11972.0
2011,CA,Santa Cruz,518032.0,30571.0
2014,CA,Fairfield,221470.0,27373.0
2015,CA,Brea,83458.0,404223.0
2011,CA,Moreno Valley,393154.0,0.0
2012,CA,Victorville,239770.0,1943985.0
2013,CA,Glendale,390900.0,722881.0
2014,CA,Goleta,61432.0,383134.0
2015,CA,Livingston,27630.0,102069.0
2017,CA,Compton,194348.0,25843.0
2017,CA,Susanville,30616.0,24836.0
2013,CA,El Segundo,33730.0,4753636.0
2014,CA,Torrance,294002.0,8030587.0
2015,CA,Gridley,13140.0,0.0
2016,CA,Cupertino,121910.0,1017438.0
2016,CA,Vacaville,196208.0,43141.0
2016,CA,Sutter,116762.0,165.0
2017,CA,Union City,150266.0,38807.0
2018,CA,El Segundo,33438.0,4828222.0
2011,CA,Yuba City,130716.0,230344.0
2012,CA,Chino,159964.0,102644.0
2013,CA,Elk Grove,320628.0,217311.0
2013,CA,Stockton,594344.0,210071.0
2015,CA,Selma,48898.0,10125.0
2016,CA,Eureka,54324.0,171847.0
2016,CA,La Mesa,119648.0,16341.0
2017,CA,Alturas,5074.0,0.0
2017,CA,La Mesa,119592.0,19049.0
2011,CA,Red Bluff,28122.0,22267.0
2012,CA,Napa,321373.0,24648.0
2012,CA,Shafter,34392.0,1288523.0
2012,CA,South Lake Tahoe,42580.0,113022.0
2015,CA,Ventura,943415.0,17899.0
2017,CA,Barstow,47970.0,397450.0
2011,CA,Vernon,224.0,778166.0
2012,CA,Chula Vista,504914.0,56268.0
2012,CA,Industry,408.0,11819.0
2012,CA,Pomona,300968.0,65682.0
2018,CA,Fontana,427478.0,230441.0
2018,CA,Lancaster,318106.0,0.0
2018,CA,Maricopa,2386.0,1186045.0
2011,CA,La Mesa,115288.0,16493.0
2011,CA,Tracy,168576.0,242938.0
2012,CA,Huntington Beach,388474.0,719485.0
2014,CA,Banning,61234.0,132228.0
2013,CA,Camarillo,131846.0,127824.0
2013,CA,Palo Alto,133310.0,185159.0
2014,CA,Santa Maria,206192.0,134480.0
2015,CA,Stanton,77356.0,17870.0
2015,CA,Sutter,116164.0,472390.0
2016,CA,Glendale,400888.0,413800.0
2017,CA,Oakland,847738.0,53966.0
2017,CA,Pico Rivera,126482.0,0.0
2011,CA,Chowchilla,37786.0,147484.0
2012,CA,Avalon,7512.0,22555.0
2012,CA,King City,26256.0,234134.0
2012,CA,Santee,110790.0,18898.0
2014,CA,Yreka,15088.0,16903.0
2015,CA,Ripon,30110.0,24547.0
2016,CA,Arcata,36198.0,16102.0
2016,CA,West Covina,215214.0,44426.0
2017,CA,Taft,18780.0,62253.0
2018,CA,Healdsburg,24208.0,0.0
2018,CA,Long Beach,934708.0,3346581.0
2018,CA,Santa Barbara,771348.0,30343.0
2013,CA,Wheatland,7016.0,14050.0
2014,CA,Firebaugh,16532.0,459872.0
2015,CA,Sunnyvale,303430.0,44716.0
2016,CA,Gridley,13156.0,14657.0
2017,CA,Blue Lake,2526.0,0.0
2018,CA,Fountain Valley,111628.0,26802.0
2018,CA,Truckee,33122.0,64996.0
2011,CA,El Centro,85956.0,453707.0
2012,CA,Escalon,14458.0,24485.0
2013,CA,Fullerton,277432.0,89424.0
2013,CA,Half Moon Bay,24116.0,48345.0
2013,CA,Irvine,472268.0,3791134.0
2015,CA,Ontario,340664.0,295796.0
2016,CA,West Sacramento,105892.0,0.0
2017,CA,Biggs,3422.0,0.0
2018,CA,Redding,183544.0,536255.0
2011,CA,San Diego,6269525.0,1.1311963E7
2012,CA,Santa Ana,661300.0,54811.0
2012,CA,Sonora,9632.0,117825.0
2013,CA,Long Beach,936606.0,3709201.0
2014,CA,Marina,41398.0,15979.0
2014,CA,Pomona,304650.0,55026.0
2014,CA,San Juan Capistrano,71624.0,26049.0
2014,CA,West Sacramento,103376.0,667529.0
2015,CA,Chowchilla,36800.0,195184.0
2015,CA,Long Beach,941416.0,3028897.0
2015,CA,McFarland,27916.0,510759.0
2016,CA,Huron,13856.0,62663.0
2016,CA,Richmond,219304.0,4488119.0
2012,CA,Redding,180794.0,433272.0
2013,CA,La Mesa,117164.0,12978.0
2013,CA,Ripon,29378.0,60158.0
2014,CA,Needles,9860.0,86379.0
2014,CA,Pasadena,279330.0,672391.0
2016,CA,Duarte,43526.0,13377.0
2016,CA,Fresno,2191715.0,591884.0
2016,CA,Ontario,345418.0,320136.0
2016,CA,Rancho Mirage,36134.0,17014.0
2017,CA,Chula Vista,538858.0,39018.0
2017,CA,Pasadena,283990.0,530257.0
2018,CA,King City,28046.0,179435.0
2018,CA,San Francisco,2649915.0,4.2332031E7
2018,CA,Yreka,15112.0,16768.0
2011,CA,American Canyon,39702.0,3446.0
2011,CA,San Juan Capistrano,69738.0,23304.0
2012,CA,Gardena,118784.0,27840.0
2013,CA,Hayward,303418.0,542888.0
2014,CA,Rancho Mirage,35540.0,21405.0
2015,CA,Anaheim,697934.0,1581221.0
2017,CA,Corcoran,43592.0,54849.0
2018,CA,Azusa,99916.0,41795.0
2015,CA,Irvine,511228.0,3767310.0
2017,CA,Delano,105828.0,26929.0
2017,CA,Lemoore,52540.0,110261.0
2018,CA,San Jacinto,97734.0,0.0
2011,CA,Cerritos,98478.0,0.0
2013,CA,Carson,185192.0,6386931.0
2014,CA,Fremont,456794.0,30772.0
2015,CA,Turlock,143426.0,1211351.0
2017,CA,Sanger,50188.0,39380.0
2012,CA,Newark,87088.0,34921.0
2012,CA,Oroville,37274.0,206470.0
2013,CA,Moreno Valley,400448.0,29302.0
2014,CA,Camarillo,133140.0,118716.0
2015,CA,Colton,108668.0,193325.0
2015,CA,South San Francisco,134594.0,31057.0
2017,CA,Calipatria,15052.0,152051.0
2018,CA,El Centro,88240.0,325628.0
2011,CA,Walnut,58952.0,29725.0
2011,CA,Williams,10274.0,371357.0
2012,CA,Oakland,802456.0,120436.0
2012,CA,Ripon,29216.0,66725.0
2014,CA,La Palma,31660.0,0.0
2015,CA,Berkeley,241478.0,148775.0
2015,CA,Cupertino,121142.0,993827.0
2015,CA,Menlo Park,66814.0,22145.0
2015,CA,Williams,10290.0,349974.0
2016,CA,Encinitas,125960.0,19680.0
2017,CA,Burbank,208702.0,936015.0
2017,CA,Industry,412.0,10976.0
2018,CA,Hayward,319240.0,389864.0
2018,CA,Menifee,185190.0,79383.0
2012,CA,Berkeley,230622.0,143529.0
2012,CA,Rio Vista,15098.0,1048505.0
2012,CA,Turlock,139300.0,1086055.0
2012,CA,West Covina,214260.0,39844.0
2014,CA,Dixon,38158.0,40200.0
2016,CA,Corcoran,45422.0,55558.0
2016,CA,Orange,3583009.0,93902.0
2018,CA,Eureka,53996.0,202839.0
2018,CA,Victorville,244624.0,1231711.0
2012,CA,Dixon,37194.0,37684.0
2013,CA,Brea,81844.0,138105.0
2014,CA,Petaluma,119450.0,34066.0
2014,CA,Visalia,257188.0,83903.0
2016,CA,Corona,332612.0,129309.0
2017,CA,Torrance,292050.0,1.0282922E7
2018,CA,Brawley,52452.0,108507.0
2013,CA,Morro Bay,20898.0,48933.0
2014,CA,Blythe,38546.0,703893.0
2014,CA,McFarland,27174.0,541436.0
2015,CA,Newport Beach,173394.0,179545.0
2016,CA,Antioch,222148.0,1059519.0
2012,CA,American Canyon,40060.0,3563.0
2014,CA,Oakdale,43534.0,76363.0
2017,CA,Lathrop,44480.0,28581.0
2017,CA,San Jose,2064272.0,1027667.0
2017,CA,Visalia,265220.0,97232.0
2012,CA,Apple Valley,140810.0,1625708.0
2012,CA,Vallejo,235208.0,0.0
2013,CA,La Palma,31704.0,0.0
2015,CA,Oxnard,412816.0,940652.0
2016,CA,Sonora,9624.0,139303.0
2018,CA,Berkeley,243286.0,138480.0
2012,CA,Fairfield,214942.0,27926.0
2012,CA,Irwindale,2828.0,39243.0
2013,CA,Goleta,60940.0,365514.0
2013,CA,Rancho Mirage,35228.0,19806.0
2015,CA,Carlsbad,225570.0,813594.0
2016,CA,Yuba City,132616.0,188713.0
2017,CA,Signal Hill,23140.0,30153.0
2018,CA,Manteca,163184.0,100986.0
2018,CA,Oxnard,419754.0,643310.0
2012,CA,Twentynine Palms,51234.0,34857.0
2014,CA,Santa Rosa,361842.0,0.0
2015,CA,Lodi,128462.0,18241.0
2017,CA,Eureka,54264.0,199429.0
2011,CA,Compton,193896.0,29851.0
2011,CA,San Jose,1939896.0,857281.0
2013,CA,South Lake Tahoe,42720.0,117224.0
2014,CA,Ione,13948.0,189967.0
2014,CA,South San Francisco,133790.0,31227.0
2017,CA,Healdsburg,23612.0,0.0
2017,CA,Tehachapi,25164.0,623696.0
2018,CA,Avenal,26436.0,31868.0
2011,CA,Woodland,111574.0,294833.0
2012,CA,Fresno,2121744.0,635235.0
2012,CA,Glendale,387882.0,650335.0
2014,CA,Huron,13560.0,63091.0
2016,CA,Menifee,176572.0,149373.0
2016,CA,Rio Vista,17226.0,564435.0
2018,CA,Lompoc,85520.0,36170.0
2011,CA,Hanford,109102.0,162296.0
2012,CA,Carson,184398.0,7277992.0
2012,CA,Commerce,25878.0,109436.0
2012,CA,Portola,4024.0,3921.0
2013,CA,Menlo Park,66058.0,28842.0
2013,CA,Rio Vista,15432.0,977800.0
2014,CA,Napa,326066.0,14684.0
2015,CA,Stockton,607852.0,649443.0
2017,CA,Coalinga,33460.0,0.0
2018,CA,Santa Rosa,355172.0,0.0
2018,CA,Ukiah,32354.0,0.0
2011,CA,Duarte,42858.0,13931.0
2012,CA,Lompoc,86174.0,51321.0
2013,CA,Encinitas,123142.0,11210.0
2013,CA,Huntington Beach,394424.0,524596.0
2014,CA,Azusa,97192.0,54179.0
2017,CA,Redding,183210.0,499101.0
2011,CA,Barstow,46036.0,568620.0
2011,CA,Brawley,50458.0,132230.0
2013,CA,Ceres,93130.0,55566.0
2014,CA,Palmdale,313858.0,24446.0
2015,CA,La Mirada,98362.0,8027.0
2015,CA,Tulare,722524.0,153664.0
2015,CA,Yreka,15110.0,16544.0
2017,CA,Salinas,313648.0,116910.0
2018,CA,Susanville,30330.0,29402.0
2012,CA,Azusa,94738.0,67641.0
2013,CA,Santee,112358.0,22257.0
2014,CA,Menlo Park,66464.0,25170.0
2014,CA,Rancho Cucamonga,346710.0,252689.0
2014,CA,Tulare,719419.0,154489.0
2014,CA,Vernon,226.0,999776.0
2017,CA,Riverside,3459188.0,686190.0
2018,CA,Commerce,25616.0,54321.0
2018,CA,Red Bluff,28566.0,18333.0
2012,CA,Goleta,60424.0,324695.0
2012,CA,Healdsburg,22780.0,0.0
2013,CA,Blue Lake,2482.0,132545.0
2013,CA,Los Angeles,1.881178E7,6.013999E7
2013,CA,San Rafael,118010.0,0.0
2014,CA,Modesto,415562.0,1995353.0
2014,CA,Sanger,49358.0,59863.0
2015,CA,Encinitas,125262.0,4145.0
2016,CA,Irvine,531442.0,2650441.0
2011,CA,Cupertino,118378.0,840039.0
2011,CA,Eureka,54312.0,216638.0
2013,CA,Arcata,35708.0,13544.0
2014,CA,Healdsburg,23226.0,0.0
2014,CA,San Joaquin,866647.0,17185.0
2012,CA,El Segundo,33604.0,4790230.0
2014,CA,Thousand Oaks,257458.0,20739.0
2015,CA,Lemoore,50942.0,157132.0
2016,CA,Arroyo Grande,36134.0,200292.0
2016,CA,Banning,61936.0,126466.0
2016,CA,Twentynine Palms,51924.0,45939.0
2017,CA,Hollister,76700.0,15679.0
2018,CA,Delano,106028.0,21693.0
2018,CA,Gridley,13226.0,28810.0
2011,CA,Kingsburg,23000.0,166646.0
2011,CA,Tulare,705684.0,132329.0
2012,CA,Delano,104810.0,13001.0
2013,CA,Benicia,55098.0,2738051.0
2013,CA,Petaluma,118612.0,20104.0
2013,CA,West Covina,214848.0,39532.0
2014,CA,Big Bear Lake,10318.0,0.0
2014,CA,Twentynine Palms,51538.0,42212.0
2015,CA,Santa Fe Springs,35766.0,27095.0
2016,CA,Newman,22152.0,7986.0
2016,CA,Santee,115508.0,23371.0
2017,CA,Porterville,119978.0,10141.0
2012,CA,Sanger,49026.0,45677.0
2014,CA,Calipatria,14990.0,182891.0
2016,CA,Modesto,422668.0,1790413.0
2016,CA,Williams,10376.0,384774.0
2017,CA,Santa Ana,666014.0,429027.0
2011,CA,Benicia,54300.0,4906194.0
2012,CA,Corcoran,47350.0,52521.0
2012,CA,Corona,315216.0,141277.0
2012,CA,Kingsburg,23166.0,141992.0
2014,CA,Richmond,215938.0,4295510.0
2014,CA,Rosemead,108964.0,2548289.0
2015,CA,Chino,170506.0,106682.0
2017,CA,Rancho Cucamonga,354230.0,231447.0
2018,CA,Pomona,304722.0,0.0
2012,CA,Alameda,1849429.0,0.0
2016,CA,Moreno Valley,409484.0,15193.0
2013,CA,Vacaville,188094.0,4017.0
2014,CA,Woodland,114708.0,302347.0
2017,CA,Brawley,52424.0,110330.0
2018,CA,Banning,62506.0,0.0
2018,CA,Davis,138578.0,56228.0
2011,CA,Weed,5960.0,102570.0
2012,CA,Tracy,169466.0,342120.0
2014,CA,Coronado,47128.0,159231.0
2014,CA,Los Banos,73724.0,293118.0
2014,CA,Oakland,826312.0,114499.0
2014,CA,Shasta Lake,20226.0,62960.0
2014,CA,Wheatland,7016.0,22294.0
2016,CA,Brea,84890.0,391781.0
2018,CA,Lemoore,52948.0,120941.0
2018,CA,Petaluma,123834.0,27043.0
2011,CA,Sunnyvale,287624.0,38840.0
2012,CA,Orange,3482019.0,168432.0
2013,CA,Irwindale,2828.0,31592.0
2014,CA,Sutter,115495.0,490472.0
2016,CA,Lathrop,43148.0,26231.0
2017,CA,King City,27948.0,183047.0
2011,CA,Palmdale,308070.0,34630.0
2011,CA,Willows,12278.0,31346.0
2012,CA,Lathrop,37240.0,122439.0
2013,CA,Berkeley,233936.0,132498.0
2014,CA,Taft,17786.0,63781.0
2015,CA,Victorville,243198.0,1454773.0
2017,CA,Norwalk,211240.0,35296.0
2017,CA,Reedley,51096.0,0.0
2017,CA,Santa Barbara,770320.0,29560.0
2018,CA,Los Angeles,1.9131119E7,4.8934932E7
2018,CA,Portola,3864.0,2101.0
2018,CA,Redlands,143172.0,820892.0
2018,CA,Solana Beach,26758.0,4584.0
2014,CA,Livermore,174116.0,60964.0
2015,CA,Portola,3828.0,4307.0
2016,CA,Woodland,118112.0,305304.0
2017,CA,Berkeley,243998.0,137612.0
2018,CA,Pasadena,282742.0,562844.0
2012,CA,Mendota,22728.0,232894.0
2013,CA,Anaheim,688738.0,1808190.0
2013,CA,Marina,40570.0,18055.0
2013,CA,Sutter,115164.0,420530.0
2012,CA,Fountain Valley,112676.0,23234.0
2012,CA,Los Banos,73028.0,264962.0
2013,CA,Williams,10312.0,338792.0
2014,CA,Morro Bay,21000.0,16.0
2014,CA,Santee,113734.0,25141.0
2014,CA,Williams,10266.0,327312.0
2015,CA,Barstow,47394.0,404895.0
2017,CA,Bakersfield,758342.0,1.0713267E7
2017,CA,Colton,109444.0,225894.0
2017,CA,Corona,335006.0,104889.0
2018,CA,Madera,362279.0,150412.0
2011,CA,West Sacramento,98222.0,448799.0
2013,CA,Alameda,1879051.0,0.0
2013,CA,Oakland,813688.0,115884.0
2013,CA,Palmdale,313228.0,30082.0
2015,CA,Folsom,152052.0,1108852.0
2016,CA,Dixon,39518.0,36764.0
2017,CA,Alameda,1965633.0,11423.0
2017,CA,Firebaugh,16612.0,390765.0
2017,CA,West Covina,214230.0,42005.0
2018,CA,San Joaquin,915040.0,3992.0
2012,CA,San Diego,6347073.0,1.3774672E7
2013,CA,American Canyon,40508.0,1166.0
2013,CA,Carlsbad,221446.0,647599.0
2014,CA,Blue Lake,2478.0,124713.0
2014,CA,San Ramon,148750.0,3.7099098E7
2015,CA,Modesto,418732.0,1894919.0
2015,CA,Tehachapi,26038.0,607988.0
2015,CA,Woodland,116756.0,312539.0
2016,CA,Los Banos,75048.0,230090.0
2016,CA,Walnut,59942.0,0.0
2011,CA,Carson,183408.0,6993365.0
2013,CA,Sonora,9624.0,116843.0
2014,CA,Folsom,150078.0,1170116.0
2015,CA,Ceres,95052.0,69826.0
2017,CA,Goleta,61870.0,19328.0
2017,CA,Modesto,426396.0,1779655.0
2018,CA,Menlo Park,69098.0,24990.0
2011,CA,Gardena,118248.0,25424.0
2011,CA,Oakland,792270.0,89425.0
2012,CA,Red Bluff,28120.0,12998.0
2013,CA,Artesia,33380.0,15684.0
2013,CA,Burbank,208860.0,973309.0
2013,CA,Oroville,37464.0,0.0
2014,CA,Newport Beach,173546.0,172457.0
2014,CA,Portola,3864.0,2053.0
2014,CA,Santa Ana,667338.0,49391.0
2015,CA,Blue Lake,2496.0,57803.0
2015,CA,Commerce,25968.0,120528.0
2016,CA,Delano,105220.0,18763.0
2017,CA,Twentynine Palms,53008.0,55455.0
2011,CA,Coalinga,36068.0,207914.0
2014,CA,Riverside,3325408.0,894599.0
2015,CA,Irwindale,2846.0,28280.0
2015,CA,Lincoln,92646.0,548923.0
2016,CA,Palo Alto,134812.0,198942.0
2017,CA,El Segundo,33556.0,5145579.0
2017,CA,Ontario,350964.0,316008.0
2018,CA,Santee,116230.0,21607.0
2011,CA,Fontana,399832.0,227755.0
2014,CA,Anaheim,690446.0,1976537.0
2016,CA,Davis,135960.0,65502.0
2017,CA,Carlsbad,229282.0,728870.0
2011,CA,Carlsbad,214936.0,670843.0
2012,CA,Anaheim,685052.0,1613981.0
2012,CA,Firebaugh,15794.0,296111.0
2012,CA,Ontario,333330.0,297494.0
2012,CA,Suisun City,56934.0,25661.0
2012,CA,Willows,12166.0,43644.0
2013,CA,Fremont,449776.0,28966.0
2013,CA,Redlands,139674.0,2132068.0
2015,CA,Escondido,301648.0,1203561.0
2016,CA,Tulare,725889.0,154215.0
2017,CA,Folsom,155764.0,740726.0
2018,CA,Santa Ana,665450.0,420966.0
2012,CA,Truckee,32162.0,10594.0
2012,CA,Woodland,112568.0,295814.0
2013,CA,Kingsburg,23294.0,131259.0
2013,CA,Walnut,59880.0,26567.0
2014,CA,American Canyon,40658.0,0.0
2015,CA,Pasadena,282422.0,499461.0
2017,CA,Martinez,76776.0,6996359.0
2017,CA,South Lake Tahoe,43888.0,88357.0
2018,CA,Dixon,40994.0,30760.0
2018,CA,San Marcos,193694.0,9043.0
2018,CA,Selma,49614.0,10515.0
2017,NY,New York,2.9658771E7,405540.0
2016,NY,New York,2.9753825E7,529414.0
2018,NY,New York,2.9569657E7,488064.0
2013,NY,New York,2.9654589E7,110255.0
2015,NY,New York,2.9766306E7,80168.0
2012,NY,New York,2.9546619E7,3903.0
2011,NY,New York,2.9379692E7,50093.0
2014,NY,New York,2.9724663E7,63240.0
2018,WI,Onalaska,80636.0,17664.0
2015,CO,Greenwood Village,31238.0,12005.0
2012,CO,Denver,1905831.0,102149.0
2013,CO,Greenwood Village,29372.0,30289.0
2013,CO,Denver,1948539.0,360177.0
2014,CO,Denver,1994610.0,26902.0
2014,CO,Greenwood Village,30770.0,12988.0
2018,CO,Denver,2149476.0,16855.0
2015,CO,Denver,2050995.0,0.0
